Reporting unit,Reporting unit type,State,Peer group,Year,Triage category,Number of presentations,,Percentage of patients seen on time
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2011–12,Non-Urgent,"2,440",,88%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2012–13,Non-Urgent,"2,101",,86%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2013–14,Non-Urgent,"1,327",,91%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2014–15,Non-Urgent,"1,104",,91%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2015–16,Non-Urgent,"1,296",,91%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2016–17,Non-Urgent,"1,706",,92%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2017–18,Non-Urgent,"1,808",,88%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2018–19,Non-Urgent,"1,612",,90%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2019–20,Non-Urgent,"1,784",,91%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2020–21,Non-Urgent,"2,645",,92%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2021–22,Non-Urgent,"1,286",,90%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2022–23,Non-Urgent,"1,464",,92%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2023–24,Non-Urgent,"1,707",,91%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2011–12,Resuscitation,25,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2012–13,Resuscitation,27,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2013–14,Resuscitation,29,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2014–15,Resuscitation,34,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2015–16,Resuscitation,33,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2016–17,Resuscitation,24,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2017–18,Resuscitation,25,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2018–19,Resuscitation,24,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2019–20,Resuscitation,22,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2020–21,Resuscitation,19,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2021–22,Resuscitation,26,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2022–23,Resuscitation,21,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2023–24,Resuscitation,31,,100%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2011–12,Semi-Urgent,"9,013",,68%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2012–13,Semi-Urgent,"8,423",,62%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2013–14,Semi-Urgent,"7,813",,69%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2014–15,Semi-Urgent,"7,686",,69%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2015–16,Semi-Urgent,"7,345",,68%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2016–17,Semi-Urgent,"7,872",,68%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2017–18,Semi-Urgent,"8,273",,69%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2018–19,Semi-Urgent,"8,417",,73%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2019–20,Semi-Urgent,"8,102",,74%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2020–21,Semi-Urgent,"8,709",,73%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2021–22,Semi-Urgent,"8,389",,75%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2022–23,Semi-Urgent,"8,318",,78%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2023–24,Semi-Urgent,"7,434",,73%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2011–12,Urgent,"3,508",,85%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2012–13,Urgent,"3,938",,81%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2013–14,Urgent,"4,707",,77%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2014–15,Urgent,"4,827",,77%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2015–16,Urgent,"4,588",,76%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2016–17,Urgent,"4,171",,74%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2017–18,Urgent,"4,326",,72%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2018–19,Urgent,"4,552",,77%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2019–20,Urgent,"4,402",,77%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2020–21,Urgent,"4,255",,76%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2021–22,Urgent,"4,482",,72%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2022–23,Urgent,"4,910",,68%
Central Gippsland Health Service [Sale],Hospital,Vic,Large regional hospitals,2023–24,Urgent,"5,053",,69%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2011–12,Emergency,"5,928",,88%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2012–13,Emergency,"7,003",,90%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2013–14,Emergency,"8,283",,92%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2014–15,Emergency,"8,947",,90%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2015–16,Emergency,"9,103",,83%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2016–17,Emergency,"9,110",,77%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2017–18,Emergency,"9,067",,72%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2018–19,Emergency,"10,219",,63%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2019–20,Emergency,"9,587",,37%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2020–21,Emergency,"9,423",,38%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2021–22,Emergency,"10,190",,35%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2022–23,Emergency,"9,664",,58%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2023–24,Emergency,"9,820",,69%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2011–12,Non-Urgent,"5,072",,91%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2012–13,Non-Urgent,"4,152",,88%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2013–14,Non-Urgent,"4,999",,94%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2014–15,Non-Urgent,"5,221",,96%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2015–16,Non-Urgent,"5,422",,94%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2016–17,Non-Urgent,"4,143",,93%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2017–18,Non-Urgent,"3,264",,93%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2018–19,Non-Urgent,"3,245",,89%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2019–20,Non-Urgent,"2,881",,88%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2020–21,Non-Urgent,"2,648",,91%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2021–22,Non-Urgent,"2,339",,90%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2022–23,Non-Urgent,"2,213",,92%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2023–24,Non-Urgent,"2,819",,99%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2011–12,Resuscitation,311,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2012–13,Resuscitation,341,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2013–14,Resuscitation,333,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2014–15,Resuscitation,286,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2015–16,Resuscitation,305,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2016–17,Resuscitation,230,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2017–18,Resuscitation,231,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2018–19,Resuscitation,241,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2019–20,Resuscitation,289,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2020–21,Resuscitation,273,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2021–22,Resuscitation,258,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2022–23,Resuscitation,316,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2023–24,Resuscitation,371,,100%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2011–12,Semi-Urgent,"21,464",,72%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2012–13,Semi-Urgent,"21,599",,73%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2013–14,Semi-Urgent,"22,048",,84%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2014–15,Semi-Urgent,"23,167",,85%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2015–16,Semi-Urgent,"23,987",,82%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2016–17,Semi-Urgent,"25,305",,77%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2017–18,Semi-Urgent,"24,864",,71%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2018–19,Semi-Urgent,"22,319",,67%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2019–20,Semi-Urgent,"19,710",,65%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2020–21,Semi-Urgent,"19,728",,72%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2021–22,Semi-Urgent,"19,109",,66%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2022–23,Semi-Urgent,"17,439",,86%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2023–24,Semi-Urgent,"19,505",,98%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2011–12,Urgent,"20,348",,73%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2012–13,Urgent,"21,308",,77%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2013–14,Urgent,"24,484",,87%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2014–15,Urgent,"27,241",,86%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2015–16,Urgent,"28,050",,80%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2016–17,Urgent,"28,272",,70%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2017–18,Urgent,"29,637",,60%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2018–19,Urgent,"31,307",,52%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2019–20,Urgent,"27,487",,49%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2020–21,Urgent,"28,851",,56%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2021–22,Urgent,"31,289",,50%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2022–23,Urgent,"32,700",,83%
Dandenong Hospital,Hospital,Vic,Large metropolitan hospitals,2023–24,Urgent,"34,030",,96%
Eastern Health (Vic),Local Hospital Network,Vic,,2018–19,Emergency,"24,022",,82%
Eastern Health (Vic),Local Hospital Network,Vic,,2019–20,Emergency,"23,063",,84%
Eastern Health (Vic),Local Hospital Network,Vic,,2020–21,Emergency,"24,420",,75%
Eastern Health (Vic),Local Hospital Network,Vic,,2021–22,Emergency,"25,982",,75%
Eastern Health (Vic),Local Hospital Network,Vic,,2022–23,Emergency,"26,957",,74%
Eastern Health (Vic),Local Hospital Network,Vic,,2023–24,Emergency,"29,566",,77%
Eastern Health (Vic),Local Hospital Network,Vic,,2018–19,Non-Urgent,"6,761",,93%
Eastern Health (Vic),Local Hospital Network,Vic,,2019–20,Non-Urgent,"7,951",,92%
Eastern Health (Vic),Local Hospital Network,Vic,,2020–21,Non-Urgent,"5,982",,89%
Eastern Health (Vic),Local Hospital Network,Vic,,2021–22,Non-Urgent,"5,397",,91%
Eastern Health (Vic),Local Hospital Network,Vic,,2022–23,Non-Urgent,"5,171",,89%
Eastern Health (Vic),Local Hospital Network,Vic,,2023–24,Non-Urgent,"4,815",,90%
Eastern Health (Vic),Local Hospital Network,Vic,,2018–19,Resuscitation,965,,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2019–20,Resuscitation,949,,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2020–21,Resuscitation,"1,017",,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2021–22,Resuscitation,"1,194",,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2022–23,Resuscitation,"1,260",,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2023–24,Resuscitation,"1,650",,100%
Eastern Health (Vic),Local Hospital Network,Vic,,2018–19,Semi-Urgent,"62,991",,85%
Eastern Health (Vic),Local Hospital Network,Vic,,2019–20,Semi-Urgent,"60,283",,86%
Eastern Health (Vic),Local Hospital Network,Vic,,2020–21,Semi-Urgent,"54,598",,82%
Eastern Health (Vic),Local Hospital Network,Vic,,2021–22,Semi-Urgent,"51,357",,83%
Eastern Health (Vic),Local Hospital Network,Vic,,2022–23,Semi-Urgent,"48,586",,81%
Eastern Health (Vic),Local Hospital Network,Vic,,2023–24,Semi-Urgent,"48,269",,86%
Eastern Health (Vic),Local Hospital Network,Vic,,2018–19,Urgent,"68,493",,82%
Eastern Health (Vic),Local Hospital Network,Vic,,2019–20,Urgent,"67,202",,84%
Eastern Health (Vic),Local Hospital Network,Vic,,2020–21,Urgent,"65,459",,78%
Eastern Health (Vic),Local Hospital Network,Vic,,2021–22,Urgent,"65,943",,78%
Eastern Health (Vic),Local Hospital Network,Vic,,2022–23,Urgent,"63,458",,77%
Eastern Health (Vic),Local Hospital Network,Vic,,2023–24,Urgent,"64,079",,82%
Echuca Regional Health,Hospital,Vic,Small hospitals,2011–12,Emergency,903,,93%
Echuca Regional Health,Hospital,Vic,Small hospitals,2012–13,Emergency,896,,93%
Echuca Regional Health,Hospital,Vic,Small hospitals,2013–14,Emergency,980,,91%
Echuca Regional Health,Hospital,Vic,Small hospitals,2014–15,Emergency,"1,209",,91%
Echuca Regional Health,Hospital,Vic,Small hospitals,2015–16,Emergency,"1,111",,87%
Echuca Regional Health,Hospital,Vic,Small hospitals,2016–17,Emergency,"1,371",,80%
Echuca Regional Health,Hospital,Vic,Small hospitals,2017–18,Emergency,"1,825",,74%
Echuca Regional Health,Hospital,Vic,Small hospitals,2018–19,Emergency,"1,852",,65%
Echuca Regional Health,Local Hospital Network,Vic,,2018–19,Emergency,"1,852",,65%
Echuca Regional Health,Hospital,Vic,Small hospitals,2019–20,Emergency,"1,975",,64%
Echuca Regional Health,Local Hospital Network,Vic,,2019–20,Emergency,"1,975",,64%
Echuca Regional Health,Hospital,Vic,Small hospitals,2020–21,Emergency,"2,251",,65%
Echuca Regional Health,Local Hospital Network,Vic,,2020–21,Emergency,"2,251",,65%
Echuca Regional Health,Hospital,Vic,Small hospitals,2021–22,Emergency,"2,511",,55%
Echuca Regional Health,Local Hospital Network,Vic,,2021–22,Emergency,"2,511",,55%
Echuca Regional Health,Hospital,Vic,Small hospitals,2022–23,Emergency,"2,420",,57%
Echuca Regional Health,Local Hospital Network,Vic,,2022–23,Emergency,"2,420",,57%
Echuca Regional Health,Hospital,Vic,Small hospitals,2023–24,Emergency,"2,879",,63%
Echuca Regional Health,Local Hospital Network,Vic,,2023–24,Emergency,"2,879",,63%
Echuca Regional Health,Hospital,Vic,Small hospitals,2011–12,Non-Urgent,"4,023",,91%
Echuca Regional Health,Hospital,Vic,Small hospitals,2012–13,Non-Urgent,"4,576",,94%
Echuca Regional Health,Hospital,Vic,Small hospitals,2013–14,Non-Urgent,"4,553",,97%
Echuca Regional Health,Hospital,Vic,Small hospitals,2014–15,Non-Urgent,"4,067",,97%
Echuca Regional Health,Hospital,Vic,Small hospitals,2015–16,Non-Urgent,"3,764",,94%
Echuca Regional Health,Hospital,Vic,Small hospitals,2016–17,Non-Urgent,"3,963",,91%
Echuca Regional Health,Hospital,Vic,Small hospitals,2017–18,Non-Urgent,"2,999",,89%
Echuca Regional Health,Local Hospital Network,Vic,,2018–19,Non-Urgent,"2,961",,87%
Echuca Regional Health,Hospital,Vic,Small hospitals,2018–19,Non-Urgent,"2,961",,87%
Echuca Regional Health,Local Hospital Network,Vic,,2019–20,Non-Urgent,"3,027",,90%
Echuca Regional Health,Hospital,Vic,Small hospitals,2019–20,Non-Urgent,"3,027",,90%
Echuca Regional Health,Local Hospital Network,Vic,,2020–21,Non-Urgent,"4,419",,93%
Echuca Regional Health,Hospital,Vic,Small hospitals,2020–21,Non-Urgent,"4,419",,93%
Echuca Regional Health,Local Hospital Network,Vic,,2021–22,Non-Urgent,"2,787",,85%
Echuca Regional Health,Hospital,Vic,Small hospitals,2021–22,Non-Urgent,"2,787",,85%
Echuca Regional Health,Local Hospital Network,Vic,,2022–23,Non-Urgent,"2,956",,84%
Echuca Regional Health,Hospital,Vic,Small hospitals,2022–23,Non-Urgent,"2,956",,84%
Echuca Regional Health,Local Hospital Network,Vic,,2023–24,Non-Urgent,"2,667",,86%
Echuca Regional Health,Hospital,Vic,Small hospitals,2023–24,Non-Urgent,"2,667",,86%
Echuca Regional Health,Hospital,Vic,Small hospitals,2011–12,Resuscitation,37,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2012–13,Resuscitation,21,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2013–14,Resuscitation,28,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2014–15,Resuscitation,32,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2015–16,Resuscitation,30,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2016–17,Resuscitation,26,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2017–18,Resuscitation,33,,100%
Echuca Regional Health,Local Hospital Network,Vic,,2018–19,Resuscitation,29,,100%
Echuca Regional Health,Hospital,Vic,Small hospitals,2018–19,Resuscitation,29,,100%
